RecipeID,Recipe_Name,Ingredients,Cooking_Method,Total_Calories_per_Serving,Total_Protein_g,Total_Fat_g,Total_Carbs_g,Total_Fiber_g,Total_Vit_A_IU,Total_Vit_C_mg,Total_Vit_D_ug,Total_Vit_E_mg,Total_Iron_mg,Total_Calcium_mg,Total_Potassium_mg,Dosha_Suitability,Linked_FoodIDs
R00176,Recipe_176_Raita,"F000316:50,F008238:60,F000252:100,F000346:10,F004820:40,F008693:50",Pressure Cooked,1462.0,48.64,146.09,28.41,13.68,2850.88,162.66,17.97,9.3,28.97,559.42,1095.06,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,"F000316,F008238,F000252,F000346,F004820,F008693"
R00177,Recipe_177_Wrap,"F002190:100,F008640:20,F003790:15,F001486:10,F000560:15,F002390:75,F001442:10,F007194:50",Raw,598.4,35.12,26.57,59.93,9.69,1743.08,124.95,19.28,8.66,20.15,327.19,1200.74,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F002190,F008640,F003790,F001486,F000560,F002390,F001442,F007194"
R00178,Recipe_178_Pulao,"F009949:15,F004445:10,F005801:25,F001424:75",Roasted,457.0,20.18,11.74,58.8,14.96,961.87,55.85,2.71,5.13,13.01,323.02,556.08,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F009949,F004445,F005801,F001424"
R00179,Recipe_179_Dal,"F008021:25,F007084:100,F007734:40,F005716:30",Steamed,887.2,26.65,69.28,38.57,11.69,1638.15,113.45,5.81,5.56,17.26,223.22,787.17,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F008021,F007084,F007734,F005716"
R00180,Recipe_180_Wrap,"F009995:5,F008255:25",Steamed,35.8,0.48,0.3,8.91,0.42,137.58,8.97,1.28,2.33,3.47,78.75,145.44,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F009995,F008255"
R00181,Recipe_181_Chutney,"F006945:100,F008189:30,F002098:10,F006732:25",Roasted,411.2,12.34,13.33,78.22,31.84,1191.75,87.74,10.8,7.66,14.61,569.46,582.96,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F006945,F008189,F002098,F006732"
R00182,Recipe_182_Stew,"F004030:40,F004256:100,F008027:60",Boiled,259.0,11.76,10.08,20.54,3.7,858.06,22.15,10.12,13.08,17.01,676.89,477.65,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,"F004030,F004256,F008027"
R00183,Recipe_183_Salad,"F000956:10,F000717:15",Raw,50.9,2.92,3.36,1.9,0.0,165.93,8.68,0.74,0.97,2.64,29.63,121.83,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,"F000956,F000717"
R00184,Recipe_184_Curry,"F003479:40,F006208:75,F003358:50",Fermented,323.1,17.89,8.06,10.18,0.0,1528.73,81.46,9.03,7.22,20.13,530.28,599.59,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,"F003479,F006208,F003358"
R00185,Recipe_185_Dal,"F002347:20,F005802:15",Raw,49.8,0.5,0.28,3.4,0.68,45.17,22.7,2.33,1.73,3.91,80.39,89.43,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,"F002347,F005802"
R00186,Recipe_186_Curry,"F005519:40,F005225:60,F001556:60",Grilled,305.0,15.42,20.06,35.64,4.86,1779.6,71.12,5.0,4.73,4.07,517.85,529.29,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,"F005519,F005225,F001556"
R00187,Recipe_187_Stirfry,"F008325:5,F005864:50,F009339:25",Slow Cooked,208.0,4.32,9.23,17.77,14.4,346.57,42.74,2.42,3.36,3.86,127.5,90.08,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F008325,F005864,F009339"
R00188,Recipe_188_Chutney,"F005154:40,F007773:60,F006367:30,F006583:10",Grilled,444.8,22.41,13.23,52.99,12.21,865.58,53.3,6.52,9.61,10.48,423.82,595.99,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,"F005154,F007773,F006367,F006583"
R00189,Recipe_189_Stirfry,"F009527:5,F003989:40,F001549:5,F006103:75,F003290:40,F003216:15,F008826:60,F008350:50",Baked,496.3,9.78,4.28,104.4,8.14,2194.89,79.45,13.3,10.06,18.38,488.33,1378.77,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F009527,F003989,F001549,F006103,F003290,F003216,F008826,F008350"
R00190,Recipe_190_Stew,"F004957:50,F009731:5",Baked,194.6,11.55,2.83,30.02,5.46,648.57,32.56,3.05,4.59,1.31,121.99,38.12,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,"F004957,F009731"
R00191,Recipe_191_Stew,"F002961:20,F005945:15,F003705:40",Fried,177.3,5.65,3.63,29.42,4.95,723.89,29.62,4.09,6.04,2.78,106.02,253.59,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,"F002961,F005945,F003705"
R00192,Recipe_192_Wrap,"F005743:30,F003458:20,F004395:10,F006409:25",Baked,537.1,1.32,57.77,2.55,1.35,274.17,43.66,2.69,4.6,8.04,159.85,471.5,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F005743,F003458,F004395,F006409"
R00193,Recipe_193_Curry,"F007332:50,F001362:5",Boiled,169.2,10.77,2.18,25.54,3.37,588.02,27.34,4.03,0.78,2.87,42.43,119.38,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,"F007332,F001362"
R00194,Recipe_194_Stew,"F002541:20,F002621:20,F003679:75,F008304:75,F006676:30",Fried,393.5,19.88,4.82,70.38,10.5,1137.61,24.38,8.56,11.64,8.6,498.28,366.14,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F002541,F002621,F003679,F008304,F006676"
R00195,Recipe_195_Dal,"F001766:25,F008318:20,F009556:40,F001354:15,F004669:30,F005393:25,F000588:30,F000565:15",Steamed,637.1,23.88,39.39,46.89,10.11,1116.67,76.9,7.33,10.15,19.21,374.61,769.17,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F001766,F008318,F009556,F001354,F004669,F005393,F000588,F000565"
R00196,Recipe_196_Kheer,"F002763:15,F002210:50,F005289:20",Fermented,519.1,3.36,49.82,8.24,1.5,418.71,23.82,2.5,5.49,3.4,185.53,502.62,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F002763,F002210,F005289"
R00197,Recipe_197_Pulao,"F008992:30,F000769:50,F005375:30",Steamed,517.8,10.99,33.16,33.91,6.6,673.6,48.72,4.01,6.14,4.09,109.41,659.68,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F008992,F000769,F005375"
R00198,Recipe_198_Dal,"F001637:50,F003800:50,F007892:40,F004543:75,F001936:75,F004589:30,F000457:15",Roasted,994.0,40.47,61.62,47.94,21.35,1711.41,119.79,9.08,17.56,15.28,914.57,1715.34,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F001637,F003800,F007892,F004543,F001936,F004589,F000457"
R00199,Recipe_199_Stirfry,"F004746:15,F005395:50,F004668:15",Raw,260.6,9.84,9.54,46.26,2.07,365.32,22.59,3.17,1.96,6.6,70.53,460.76,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F004746,F005395,F004668"
R00200,Recipe_200_Curry,"F008782:40,F000465:75,F001276:15,F006424:25,F006960:60,F003876:100,F008217:10,F006843:50",Pressure Cooked,1034.0,44.76,70.73,67.46,20.46,3091.33,174.82,15.58,19.29,23.42,558.51,1760.88,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F008782,F000465,F001276,F006424,F006960,F003876,F008217,F006843"
R00201,Recipe_201_Stew,"F005072:60,F002896:25,F009449:100,F003154:100,F001512:5,F002463:10,F006622:60,F005932:75",Fried,912.3,47.35,21.03,135.0,36.51,2430.03,191.99,19.67,24.3,19.78,847.91,2183.89,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,"F005072,F002896,F009449,F003154,F001512,F002463,F006622,F005932"
R00202,Recipe_202_Chutney,"F007560:50,F003972:75",Raw,335.5,16.35,24.95,23.38,5.85,571.35,76.46,2.53,6.58,13.03,389.62,242.75,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F007560,F003972"
R00203,Recipe_203_Stew,"F007127:100,F005974:40,F003285:40,F001318:30,F000799:40,F002942:50",Steamed,583.7,22.18,31.15,46.11,6.75,1132.69,123.54,11.76,15.57,19.0,406.53,1222.35,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F007127,F005974,F003285,F001318,F000799,F002942"
R00204,Recipe_204_Stew,"F005091:20,F000698:100,F009073:30,F000188:40,F008153:75,F002795:40,F009711:15",Baked,935.4,24.48,51.64,93.26,9.2,2055.74,115.58,8.71,16.29,22.47,555.83,1323.67,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,"F005091,F000698,F009073,F000188,F008153,F002795,F009711"
R00205,Recipe_205_Pulao,"F002457:20,F002832:75,F000728:100",Boiled,696.0,16.89,16.96,106.62,30.02,2245.83,83.88,4.97,12.48,10.43,314.18,1168.12,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,"F002457,F002832,F000728"
R00206,Recipe_206_Stew,"F000890:10,F008981:50,F003959:60,F003805:50,F008661:40",Pressure Cooked,548.7,19.01,47.92,32.05,0.0,1282.59,88.4,12.02,6.94,12.34,572.4,733.07,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F000890,F008981,F003959,F003805,F008661"
R00207,Recipe_207_Salad,"F003565:30,F008972:5,F007759:50,F001307:30,F007486:25,F009961:30,F009306:15",Raw,399.5,14.92,21.28,55.05,6.22,917.44,72.29,10.96,9.05,12.17,436.37,757.0,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,"F003565,F008972,F007759,F001307,F007486,F009961,F009306"
R00208,Recipe_208_Wrap,"F007785:25,F001540:15,F002283:15,F009661:30,F000588:75,F005093:50",Steamed,437.4,28.52,9.16,61.32,1.61,1191.97,72.26,6.26,8.76,16.35,246.26,701.28,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,"F007785,F001540,F002283,F009661,F000588,F005093"
R00209,Recipe_209_Dal,"F007828:40,F008484:10,F005949:50,F001991:15,F006605:60,F001013:25,F004578:40",Grilled,883.0,22.11,70.0,47.76,5.04,1147.99,84.75,6.36,17.64,15.79,412.92,919.45,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,"F007828,F008484,F005949,F001991,F006605,F001013,F004578"
R00210,Recipe_210_Curry,"F001723:100,F008502:5,F000387:100,F001893:75",Fried,1149.0,29.32,98.28,50.4,14.38,1169.59,36.6,10.86,10.08,18.82,630.34,1265.25,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,"F001723,F008502,F000387,F001893"
R00211,Recipe_211_Stirfry,"F004672:40,F002625:100,F004424:40",Sauteed,649.9,38.08,60.72,24.04,8.3,1459.9,83.82,9.3,14.88,7.16,548.71,860.67,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F004672,F002625,F004424"
R00212,Recipe_212_Wrap,"F000998:15,F008217:25,F002328:60",Raw,300.3,10.28,6.82,46.56,12.48,412.38,28.19,2.68,5.41,5.56,31.39,515.15,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F000998,F008217,F002328"
R00213,Recipe_213_Stirfry,"F009865:60,F007229:25,F000620:40,F007477:50",Roasted,745.7,15.58,60.11,5.6,0.44,992.21,50.72,6.4,7.38,8.5,453.16,560.56,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F009865,F007229,F000620,F007477"
R00214,Recipe_214_Stirfry,"F001353:20,F006911:40,F003373:60,F008835:50,F009463:100",Grilled,837.9,32.65,64.08,55.74,10.36,2072.34,115.43,15.24,6.74,28.86,628.14,1359.05,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F001353,F006911,F003373,F008835,F009463"
R00215,Recipe_215_Raita,"F003483:60,F005864:20,F006954:40,F001314:50",Sauteed,296.8,14.32,6.27,46.02,7.74,932.21,83.92,9.64,4.15,7.62,333.07,686.41,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,"F003483,F005864,F006954,F001314"
R00216,Recipe_216_Stew,"F005701:75,F009842:100,F002637:40",Slow Cooked,647.2,22.26,13.37,108.98,15.95,317.33,111.83,10.32,14.55,23.8,435.99,456.9,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F005701,F009842,F002637"
R00217,Recipe_217_Curry,"F003764:40,F006793:20,F007201:15,F008082:25",Steamed,267.0,8.16,15.42,28.01,3.66,359.19,28.54,6.08,5.38,8.54,159.43,651.59,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,"F003764,F006793,F007201,F008082"
R00218,Recipe_218_Raita,"F007155:10,F003771:60,F003980:40,F002687:10,F002565:50,F009158:25,F002138:30,F001655:5",Boiled,1047.6,30.48,72.48,71.19,16.58,599.14,67.72,14.27,14.83,20.63,443.69,1182.5,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F007155,F003771,F003980,F002687,F002565,F009158,F002138,F001655"
R00219,Recipe_219_Chutney,"F006472:25,F009391:10,F009810:15,F003069:100,F001690:5,F009787:10,F002334:10",Baked,447.4,27.49,7.37,72.58,9.94,1203.5,81.74,8.19,7.14,8.86,156.47,1037.2,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,"F006472,F009391,F009810,F003069,F001690,F009787,F002334"
R00220,Recipe_220_Wrap,"F000112:60,F003927:50,F006803:50,F004358:75,F000734:25,F002254:25",Pressure Cooked,801.7,19.09,65.38,44.0,7.29,1544.21,138.13,8.88,10.19,19.87,332.12,1305.87,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F000112,F003927,F006803,F004358,F000734,F002254"
R00221,Recipe_221_Stirfry,"F002752:50,F006739:5,F002879:5,F006002:10,F004573:75",Fermented,345.1,9.33,7.56,48.55,14.68,1091.62,61.88,6.73,10.41,6.95,139.62,317.26,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F002752,F006739,F002879,F006002,F004573"
R00222,Recipe_222_Curry,"F000993:30,F003505:60,F004971:100,F008130:15,F002079:25",Fried,999.6,7.22,101.44,44.24,9.49,1821.06,58.6,8.13,7.88,12.93,472.19,1083.62,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F000993,F003505,F004971,F008130,F002079"
R00223,Recipe_223_Wrap,"F002225:5,F003876:15",Sauteed,13.9,1.44,0.88,0.45,0.24,205.47,12.14,0.84,1.56,0.17,8.21,122.1,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,"F002225,F003876"
R00224,Recipe_224_Stirfry,"F005315:60,F007047:40,F005990:5",Raw,235.6,13.34,1.42,45.42,4.82,1036.56,22.74,5.94,3.94,8.44,219.1,528.92,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F005315,F007047,F005990"
R00225,Recipe_225_Dal,"F000158:60,F007788:15,F004724:5,F003497:15,F001558:50,F007677:15",Roasted,624.9,16.0,35.44,30.64,8.98,921.53,64.93,5.91,7.24,11.03,229.43,610.23,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F000158,F007788,F004724,F003497,F001558,F007677"
R00226,Recipe_226_Chutney,"F000402:15,F005119:100,F006450:60,F007081:100",Raw,1392.3,50.62,89.4,74.41,44.86,2808.89,142.72,13.37,13.54,20.18,303.15,1319.35,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,"F000402,F005119,F006450,F007081"
R00227,Recipe_227_Salad,"F006740:100,F002635:10,F006502:100,F003008:20",Fried,676.5,32.31,56.6,57.65,14.24,2113.07,73.38,13.0,7.28,20.78,462.33,1370.9,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F006740,F002635,F006502,F003008"
R00228,Recipe_228_Stew,"F004281:25,F005565:25",Fried,99.6,2.6,1.42,30.25,0.35,463.24,19.97,1.91,3.45,4.97,39.86,145.03,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,"F004281,F005565"
R00229,Recipe_229_Curry,"F002068:10,F003121:10,F000690:75",Steamed,136.6,14.5,16.67,14.08,3.2,712.45,53.95,5.86,8.54,5.81,116.92,627.25,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,"F002068,F003121,F000690"
R00230,Recipe_230_Stew,"F003324:20,F001369:20,F000299:5,F003128:20,F004788:30,F004335:15,F001912:60,F009009:15",Steamed,641.6,17.98,29.9,76.56,9.24,1171.09,92.24,5.07,9.77,16.63,406.37,771.4,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F003324,F001369,F000299,F003128,F004788,F004335,F001912,F009009"
R00231,Recipe_231_Chutney,"F009712:5,F002934:100",Raw,553.5,24.36,53.04,19.24,10.42,758.89,14.19,6.25,2.9,6.37,100.73,675.51,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,"F009712,F002934"
R00232,Recipe_232_Dal,"F007548:10,F001072:10,F005083:100,F004801:10,F002886:5",Pressure Cooked,373.7,5.06,22.9,24.98,0.0,363.88,38.23,2.99,2.85,16.0,428.39,856.5,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F007548,F001072,F005083,F004801,F002886"
R00233,Recipe_233_Stirfry,"F005984:100,F004110:30",Grilled,806.1,26.76,59.57,32.46,12.04,1061.82,43.57,5.04,5.08,12.97,220.42,330.82,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,"F005984,F004110"
R00234,Recipe_234_Stew,"F001847:30,F006481:10,F002019:10,F007480:25,F000555:50,F004468:60,F000981:100",Baked,656.6,38.57,43.88,37.98,6.88,970.99,84.74,6.7,5.12,30.07,642.51,884.94,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F001847,F006481,F002019,F007480,F000555,F004468,F000981"
R00235,Recipe_235_Raita,"F004387:5,F009823:100",Fried,339.1,8.59,10.52,35.17,16.32,223.23,80.81,3.5,8.68,12.16,234.07,588.98,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F004387,F009823"
R00236,Recipe_236_Curry,"F008367:30,F004461:40,F006111:20,F003049:15,F002855:15,F004939:10,F000279:5,F003863:60",Slow Cooked,438.3,19.14,13.21,66.77,7.52,1090.31,73.33,8.06,11.08,11.89,510.5,978.52,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,"F008367,F004461,F006111,F003049,F002855,F004939,F000279,F003863"
R00237,Recipe_237_Curry,"F008745:50,F002842:10,F002469:100,F009655:30",Raw,581.9,28.04,38.41,21.51,7.49,1736.28,79.89,9.31,13.65,13.64,437.84,618.72,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F008745,F002842,F002469,F009655"
R00238,Recipe_238_Pulao,"F004413:25,F007623:20,F003666:100,F000593:100,F008225:40,F006232:40,F008653:30",Boiled,643.6,10.1,51.95,76.64,7.9,2081.85,81.99,10.49,21.81,14.07,528.67,599.17,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,"F004413,F007623,F003666,F000593,F008225,F006232,F008653"
R00239,Recipe_239_Dal,"F008703:10,F000327:60,F004039:30",Steamed,268.4,13.82,27.86,6.01,3.46,849.94,8.65,5.71,2.54,7.82,42.1,427.25,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F008703,F000327,F004039"
R00240,Recipe_240_Stirfry,"F001158:5,F005339:100,F009221:5",Roasted,385.3,8.99,8.46,41.23,16.76,783.78,72.68,4.33,10.23,14.18,272.48,139.24,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F001158,F005339,F009221"
R00241,Recipe_241_Salad,"F000211:5,F001652:20,F000168:10,F001254:15,F001157:15,F007914:10,F007293:60",Baked,580.5,26.51,33.34,41.38,10.34,987.75,60.62,5.73,5.32,8.59,283.06,550.51,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F000211,F001652,F000168,F001254,F001157,F007914,F007293"
R00242,Recipe_242_Kheer,"F001367:60,F000603:50",Fried,148.4,10.63,4.88,8.88,1.02,478.87,51.18,3.32,2.7,6.36,258.98,240.04,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,"F001367,F000603"
R00243,Recipe_243_Kheer,"F001348:30,F006137:30,F008899:40,F008512:15,F004084:15,F003389:50,F002313:20",Baked,473.2,15.6,38.33,40.47,5.27,1488.48,93.55,4.1,8.31,16.4,539.18,730.61,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,"F001348,F006137,F008899,F008512,F004084,F003389,F002313"
R00244,Recipe_244_Kheer,"F004187:100,F009247:15,F008003:40,F000689:75",Slow Cooked,786.4,17.73,65.52,28.52,7.9,909.0,120.75,9.98,15.85,24.02,672.33,557.59,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F004187,F009247,F008003,F000689"
R00245,Recipe_245_Kheer,"F007001:10,F001706:15",Pressure Cooked,121.9,5.42,8.96,3.04,0.93,118.44,10.49,0.18,1.56,1.46,58.5,92.21,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F007001,F001706"
R00246,Recipe_246_Stirfry,"F000425:20,F007002:60,F002801:60,F003141:40,F000386:60,F005583:10",Fermented,686.8,34.96,45.8,39.61,13.95,1669.98,70.13,6.97,16.05,24.23,587.2,868.37,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F000425,F007002,F002801,F003141,F000386,F005583"
R00247,Recipe_247_Stew,"F009963:15,F008302:75,F005013:50,F007703:25,F000859:5",Roasted,615.5,22.86,51.42,35.06,16.96,1257.99,89.03,9.31,8.57,6.17,186.06,947.87,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,"F009963,F008302,F005013,F007703,F000859"
R00248,Recipe_248_Wrap,"F005048:30,F008066:100",Boiled,910.1,0.3,93.75,7.44,0.99,879.2,72.42,9.38,3.58,4.11,94.72,1010.78,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F005048,F008066"
R00249,Recipe_249_Kheer,"F003859:25,F008518:50,F004716:40,F001585:60,F002298:100",Pressure Cooked,815.9,39.8,53.38,40.85,9.49,2547.26,90.19,5.82,5.51,12.78,380.62,1245.98,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F003859,F008518,F004716,F001585,F002298"
R00250,Recipe_250_Wrap,"F006585:30,F009161:15,F007871:40,F007157:100,F005597:75,F004978:40,F008502:30,F003423:15",Grilled,863.2,29.46,68.14,62.04,9.67,2123.27,97.38,15.97,17.77,35.12,572.53,1871.7,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,"F006585,F009161,F007871,F007157,F005597,F004978,F008502,F003423"
R00251,Recipe_251_Chutney,"F001861:10,F004982:20,F003893:5,F006709:50",Raw,293.5,14.34,24.6,19.59,4.08,603.53,44.05,3.53,3.14,8.5,217.71,606.31,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,"F001861,F004982,F003893,F006709"
R00252,Recipe_252_Stew,"F007779:10,F005504:20,F008615:50,F003320:5",Fermented,167.3,8.67,4.2,27.12,5.84,477.59,37.33,4.6,5.56,6.31,160.57,554.79,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,"F007779,F005504,F008615,F003320"
R00253,Recipe_253_Curry,"F008685:50,F000719:5,F009352:25,F008200:15,F000174:5",Fermented,343.4,14.55,39.96,8.96,1.03,969.86,65.59,3.38,3.27,7.51,208.8,260.47,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,"F008685,F000719,F009352,F008200,F000174"
R00254,Recipe_254_Curry,"F009864:5,F002404:15",Fried,22.0,0.6,1.22,1.76,0.4,171.08,11.71,0.37,0.57,0.85,40.27,57.32,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,"F009864,F002404"
R00255,Recipe_255_Wrap,"F003874:100,F007211:20,F009240:40,F004587:60,F004617:60",Fermented,1005.4,34.42,59.62,97.82,18.18,1840.63,113.5,13.39,7.06,25.39,644.14,419.68,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,"F003874,F007211,F009240,F004587,F004617"
R00256,Recipe_256_Dal,"F006709:100,F004679:75,F004956:10",Raw,601.8,31.89,48.78,34.18,6.67,1060.81,51.33,4.98,7.22,15.95,420.55,845.49,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,"F006709,F004679,F004956"
R00257,Recipe_257_Kheer,"F005398:40,F009868:100,F009966:50",Steamed,786.9,20.15,50.54,71.2,3.0,1578.79,85.1,8.14,7.74,18.01,166.46,961.39,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,"F005398,F009868,F009966"
R00258,Recipe_258_Chutney,"F006005:50,F007475:75,F007324:10,F009086:10,F004093:100,F002875:30,F001144:40",Roasted,1157.9,42.41,23.23,142.99,37.7,2773.19,187.25,13.91,20.78,22.17,613.03,1436.91,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,"F006005,F007475,F007324,F009086,F004093,F002875,F001144"
R00259,Recipe_259_Pulao,"F001028:5,F000930:60",Boiled,112.2,13.61,3.99,0.38,0.19,78.87,29.42,1.58,2.13,7.33,93.65,477.36,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,"F001028,F000930"
R00260,Recipe_260_Curry,"F000168:10,F004930:50,F001651:40,F004473:20",Slow Cooked,483.4,6.16,49.53,7.28,2.35,697.34,33.48,7.48,5.97,5.47,284.22,537.05,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F000168,F004930,F001651,F004473"
R00261,Recipe_261_Dal,"F006615:10,F004259:50,F002036:50,F002793:75,F004438:10",Pressure Cooked,972.1,16.36,87.0,31.36,9.64,843.61,26.67,2.74,3.92,7.22,320.69,532.62,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,"F006615,F004259,F002036,F002793,F004438"
R00262,Recipe_262_Raita,"F009726:5,F003550:20,F004839:50,F007315:50",Slow Cooked,549.7,23.74,57.52,24.18,10.22,1018.83,83.41,4.51,4.7,11.21,440.36,736.69,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,"F009726,F003550,F004839,F007315"
R00263,Recipe_263_Stew,"F008361:25,F006495:20",Fried,73.0,1.86,0.69,16.5,0.0,318.96,20.91,0.48,2.0,4.28,47.62,188.94,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,"F008361,F006495"
R00264,Recipe_264_Curry,"F003353:40,F000350:75,F002744:60,F001452:40,F001377:10,F003666:20,F003264:20,F000724:100",Steamed,1244.9,59.33,76.99,90.44,22.92,1579.92,178.19,19.86,18.05,40.05,800.14,1712.64,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,"F003353,F000350,F002744,F001452,F001377,F003666,F003264,F000724"
R00265,Recipe_265_Pulao,"F008591:5,F008240:20",Fermented,100.0,2.5,3.27,16.1,0.86,142.78,4.5,0.43,1.58,1.7,20.7,38.0,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,"F008591,F008240"
R00266,Recipe_266_Curry,"F002878:5,F008201:10,F007112:5,F007249:75,F002332:40",Sauteed,393.4,2.35,40.9,35.92,0.47,683.02,47.73,8.6,8.5,9.67,253.52,621.39,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,"F002878,F008201,F007112,F007249,F002332"
R00267,Recipe_267_Salad,"F007893:25,F001396:5,F001614:100,F004910:75,F005502:20,F008320:30",Fermented,541.9,24.21,25.28,77.97,23.52,1646.72,126.45,5.4,8.33,22.32,494.65,502.38,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,"F007893,F001396,F001614,F004910,F005502,F008320"
