FoodID,Calories_per_100g,Protein_g_per_100g,Fat_g_per_100g,Carbs_g_per_100g,Fiber_g_per_100g,Vit_A_IU_per_100g,Vit_C_mg_per_100g,Vit_D_ug_per_100g,Vit_E_mg_per_100g,Vit_B1_mg_per_100g,Iron_mg_per_100g,Calcium_mg_per_100g,Potassium_mg_per_100g,Polyphenols_mg_per_100g,Phytosterols_mg_per_100g
F005232,127.9,3.3,3.9,14.4,0.0,435.02,72.66,0.74,2.85,0.04,4.07,71.31,140.9,191.81,195.01
F005233,80.7,1.1,0.6,16.7,2.6,327.18,5.26,2.75,0.28,0.477,6.99,285.44,194.41,136.12,17.78
F005234,200.9,23.9,7.9,0.0,0.0,650.3,71.9,0.27,2.9,0.141,4.23,292.35,381.37,144.91,7.58
F005235,186.2,18.1,7.8,0.0,0.0,996.74,45.14,1.51,6.23,1.123,8.66,300.73,226.33,98.64,168.87
F005236,345.6,24.9,1.9,58.1,9.6,132.8,64.53,7.03,4.64,0.572,9.77,306.01,410.71,6.76,110.78
F005237,522.7,12.6,42.9,10.0,11.2,510.75,59.02,0.17,3.91,0.824,11.36,317.0,106.44,30.2,67.28
F005238,350.2,8.6,1.1,70.5,1.1,736.54,24.3,4.15,4.03,0.395,3.87,133.66,746.57,11.27,100.69
F005239,100.6,23.9,9.0,0.0,0.0,88.99,28.01,1.93,6.47,0.833,0.64,205.51,39.93,235.73,53.16
F005240,350.9,21.5,2.9,58.7,7.7,218.04,7.29,3.24,5.24,0.97,2.58,197.51,406.55,287.79,31.66
F005241,189.4,24.1,9.3,4.5,0.0,30.9,26.07,7.6,3.08,1.266,6.82,101.75,350.07,168.13,84.31
F005242,334.8,6.6,4.5,73.8,2.1,1030.62,75.31,2.46,1.45,0.556,4.38,286.05,616.5,55.5,165.15
F005243,89.8,4.7,0.6,16.1,3.1,1010.12,19.83,7.93,6.41,0.667,8.32,391.66,103.12,191.87,8.86
F005244,46.6,0.8,0.8,21.7,2.2,639.32,4.12,2.92,4.27,0.146,8.17,254.9,252.28,179.61,195.06
F005245,93.7,15.0,20.7,9.8,0.0,1067.03,35.58,0.31,5.88,1.214,12.24,17.27,167.17,160.36,33.32
F005246,814.7,0.0,91.8,0.0,0.0,212.9,60.75,4.81,0.26,1.137,10.87,357.43,704.19,119.85,71.8
F005247,313.6,23.9,2.8,56.4,8.9,868.07,66.05,4.57,2.02,1.294,14.19,132.68,294.54,115.92,188.74
F005248,352.5,24.1,4.3,59.3,6.0,729.42,22.67,7.64,6.51,1.035,14.6,222.25,260.26,76.39,1.02
F005249,163.0,3.0,2.3,28.3,0.0,48.07,8.41,3.76,4.88,1.24,7.85,69.94,688.06,68.21,139.98
F005250,44.1,0.4,0.9,20.6,4.0,506.93,20.72,3.66,3.85,0.855,3.58,303.49,329.97,222.63,160.26
F005251,33.2,5.1,0.9,7.8,1.4,603.68,9.32,0.72,1.83,0.609,4.77,387.88,774.97,155.02,47.56
F005252,52.9,3.7,0.9,4.0,4.3,88.11,46.43,5.06,8.96,0.103,2.31,338.11,295.94,91.8,154.61
F005253,326.9,24.7,3.7,58.5,5.5,676.21,74.85,3.79,1.21,0.098,2.27,53.8,790.5,119.7,8.07
F005254,194.9,17.1,5.8,0.0,0.0,544.16,11.03,2.29,0.91,0.339,10.62,77.26,398.16,284.94,47.91
F005255,376.4,9.5,10.9,58.5,18.1,404.85,44.51,0.85,5.56,1.499,14.75,399.51,19.31,280.75,45.95
F005256,14.5,4.7,0.2,8.5,5.2,897.55,28.96,1.91,1.43,0.724,5.17,269.66,318.78,84.18,185.66
F005257,360.0,7.9,2.9,73.4,2.9,699.54,20.37,6.13,0.02,0.645,0.23,173.72,791.79,184.77,103.15
F005258,14.1,4.5,1.0,5.3,3.9,664.83,67.75,7.96,1.13,0.773,5.38,83.55,232.32,108.74,169.91
F005259,343.7,20.9,4.1,51.7,12.0,13.82,73.42,0.85,3.66,1.184,10.47,105.38,386.69,115.8,182.71
F005260,10.7,4.3,1.2,14.2,1.8,411.18,56.83,4.88,7.93,1.195,1.26,367.69,119.95,19.98,7.07
F005261,321.8,11.6,5.9,45.1,28.5,742.01,38.77,2.73,9.38,0.362,4.13,27.69,568.06,173.44,97.05
F005262,321.4,7.9,5.2,53.0,26.6,632.66,43.27,1.76,3.85,1.158,4.86,67.83,584.71,164.56,198.78
F005263,57.8,3.0,0.9,12.4,5.7,4.38,25.59,5.64,0.3,0.072,8.56,268.04,268.53,238.86,187.07
F005264,836.0,0.0,95.4,0.0,0.0,551.59,59.05,4.0,9.38,0.82,9.0,145.62,411.82,39.83,193.23
F005265,79.7,1.1,4.3,2.2,0.0,252.38,22.44,1.44,5.03,0.533,1.74,55.12,702.82,47.41,27.63
F005266,326.6,19.8,3.2,50.2,6.0,158.43,27.49,0.25,1.98,1.002,12.15,137.48,589.23,296.18,115.55
F005267,325.5,7.9,11.9,39.2,10.6,948.81,76.78,0.66,6.01,0.927,9.69,279.13,275.69,19.4,36.89
F005268,331.9,11.8,3.2,75.3,2.1,273.58,8.66,3.81,3.98,1.248,14.98,144.09,399.45,277.38,26.38
F005269,347.6,7.6,4.8,74.8,2.9,488.08,12.99,3.72,9.47,0.568,13.32,60.77,162.8,295.26,69.5
F005270,628.1,23.5,52.7,29.0,8.7,911.87,78.19,6.29,5.51,1.152,5.61,226.66,368.11,198.51,15.73
F005271,328.0,11.3,13.9,45.1,18.7,153.31,14.43,3.98,5.63,0.075,12.5,176.4,763.98,294.77,31.42
F005272,553.0,11.9,47.1,19.6,5.5,404.31,63.7,7.89,9.4,1.04,12.2,38.54,20.56,260.98,110.51
F005273,860.8,0.0,91.1,0.0,0.0,731.01,59.5,6.22,6.89,0.95,1.73,101.38,445.94,191.12,159.42
F005274,891.4,0.0,97.7,0.0,0.0,1004.96,0.84,7.11,2.55,1.31,12.42,37.45,360.42,145.6,22.72
F005275,154.2,24.6,15.0,0.0,0.0,80.73,31.99,2.59,7.65,0.958,0.39,158.8,81.33,194.62,80.63
F005276,359.7,11.9,9.9,53.3,25.6,284.51,13.03,2.72,2.54,0.405,7.81,278.12,223.39,74.4,130.29
F005277,57.5,1.1,0.4,20.2,1.4,842.53,50.01,4.32,1.12,0.095,11.99,11.86,736.29,295.52,160.26
F005278,83.4,1.1,2.9,33.6,0.0,537.07,6.01,1.04,0.16,0.586,13.45,162.37,483.03,288.83,74.27
F005279,90.1,1.9,0.5,16.1,1.9,1063.18,42.25,7.14,4.7,0.105,3.81,14.61,62.1,44.71,125.74
F005280,26.1,4.4,0.5,6.4,2.4,539.21,41.17,2.08,7.12,0.354,7.83,217.55,75.11,130.23,128.49
F005281,148.3,24.7,18.4,0.0,0.0,1078.87,79.75,3.23,0.9,0.192,1.31,151.13,124.9,298.47,135.03
F005282,360.4,9.8,2.5,74.9,1.6,163.06,61.43,0.48,6.0,0.288,4.26,21.29,685.08,81.81,157.45
F005283,558.1,19.0,46.4,16.6,12.0,604.51,68.05,7.43,2.86,0.004,14.07,319.34,470.53,71.39,40.57
F005284,801.2,0.0,94.3,0.0,0.0,1035.98,33.35,2.07,9.4,1.319,13.83,62.95,613.27,87.51,191.79
F005285,20.6,5.7,0.7,15.7,2.2,259.95,28.4,5.42,9.2,1.075,9.27,227.25,489.41,214.26,179.52
F005286,112.2,0.9,3.3,40.3,0.0,628.69,42.81,5.55,4.1,1.178,8.64,209.97,615.59,24.01,95.76
F005287,380.8,11.7,10.7,57.6,17.2,634.32,23.59,6.48,8.18,0.38,12.5,335.34,686.79,109.39,12.28
F005288,351.3,7.2,2.0,74.4,2.1,724.21,28.28,1.02,2.62,0.979,14.24,48.64,27.56,13.94,65.3
F005289,290.9,11.0,17.6,9.3,0.0,183.65,51.61,6.32,9.17,0.234,5.88,368.61,63.64,266.94,159.63
F005290,322.8,10.8,3.5,76.8,1.4,465.53,28.41,3.21,7.43,0.082,10.53,258.28,63.7,10.4,50.79
F005291,87.2,1.1,0.9,14.5,3.9,471.33,61.79,2.02,7.71,1.496,1.87,150.7,558.08,228.41,98.0
F005292,37.8,4.6,1.5,16.9,1.6,899.95,20.79,6.85,8.57,1.053,4.97,81.23,551.2,241.41,10.86
F005293,100.2,4.1,2.2,2.8,0.0,781.56,23.11,2.1,1.48,0.631,8.2,211.25,96.84,255.19,18.7
F005294,343.6,19.0,2.1,58.6,8.2,726.06,61.22,2.91,1.51,1.15,3.14,358.31,58.39,82.78,38.7
F005295,326.6,8.5,7.4,47.3,23.8,726.29,34.1,6.47,7.84,0.052,3.4,394.65,233.56,23.29,162.36
F005296,847.3,0.0,98.4,0.0,0.0,1130.81,61.95,4.83,0.19,1.186,14.67,342.01,113.17,160.25,152.07
F005297,13.9,5.7,0.3,6.1,4.6,1005.64,76.55,5.55,2.55,0.059,11.47,349.98,149.01,297.89,83.36
F005298,129.3,15.8,8.1,0.0,0.0,137.77,17.36,7.15,7.71,1.302,4.42,243.69,647.85,285.61,138.54
F005299,255.1,21.4,13.0,7.9,0.0,484.84,14.72,0.99,5.24,0.885,3.79,245.49,574.03,50.68,49.42
F005300,286.4,6.3,11.5,37.3,27.4,994.85,12.61,2.29,5.78,1.218,6.53,124.91,403.44,24.14,190.72
F005301,441.2,11.3,14.7,44.7,18.1,54.53,65.81,2.31,9.68,1.443,5.46,348.2,658.79,50.38,0.4
F005302,819.1,0.0,92.2,0.0,0.0,798.91,69.99,6.89,9.64,1.403,9.37,173.09,115.33,84.42,29.36
F005303,309.3,23.9,3.6,50.9,7.1,1006.12,55.04,4.49,8.67,1.091,12.09,158.74,472.0,101.87,99.91
F005304,317.2,24.6,4.4,57.7,10.1,22.0,64.65,7.97,7.84,1.284,3.29,250.87,771.96,97.12,29.87
F005305,222.5,26.7,6.7,0.0,0.0,177.33,9.76,6.92,9.77,0.772,7.31,96.97,726.53,231.65,186.77
F005306,854.6,0.0,96.4,0.0,0.0,233.93,42.09,2.87,6.28,0.614,3.25,255.05,765.97,178.46,27.44
F005307,183.5,15.9,10.1,9.2,0.0,68.8,21.52,2.88,3.96,1.173,2.88,181.44,13.14,269.43,128.48
F005308,540.3,10.6,48.9,20.5,7.3,231.51,77.28,5.7,4.5,0.862,5.08,150.42,471.09,131.21,187.75
F005309,426.9,10.4,8.8,58.2,21.1,669.62,79.2,0.83,7.82,0.706,5.43,117.92,354.42,146.67,26.32
F005310,165.2,1.6,0.8,29.5,0.0,68.02,27.45,5.94,2.79,0.694,1.91,32.08,670.68,253.79,31.32
F005311,322.8,21.3,3.2,57.8,11.2,522.72,4.21,4.21,4.77,0.626,9.06,304.16,783.06,15.91,95.98
F005312,54.1,5.8,0.2,17.6,2.1,1010.13,78.79,3.45,4.25,0.227,3.52,115.53,625.43,150.02,158.21
F005313,66.4,1.7,0.5,11.8,4.0,766.46,52.51,0.71,5.52,1.298,7.97,306.22,204.07,113.16,63.24
F005314,228.4,21.1,11.7,0.0,0.0,1020.87,65.84,5.09,2.02,0.289,4.88,369.55,274.25,174.7,72.16
F005315,343.0,21.3,2.0,59.2,5.8,1068.38,26.38,7.14,1.49,0.272,4.19,265.21,394.12,101.55,57.25
F005316,187.9,25.1,10.8,0.0,0.0,1177.49,4.06,5.09,8.81,1.306,12.26,302.49,539.07,278.77,46.86
F005317,352.7,11.4,3.1,77.0,1.6,252.69,21.03,3.41,0.54,1.2,8.18,296.17,452.53,50.03,123.36
F005318,805.5,0.0,93.4,0.0,0.0,246.57,27.39,1.53,2.73,0.451,0.49,179.76,661.04,36.53,8.57
F005319,301.6,18.8,4.5,58.0,11.3,171.46,20.56,2.61,4.42,1.019,2.47,95.95,444.1,232.36,51.73
F005320,327.2,7.5,9.8,55.1,29.9,730.04,65.53,0.58,4.73,0.714,8.53,170.27,680.69,176.87,75.72
F005321,167.0,28.9,17.0,0.0,0.0,326.22,51.07,0.03,4.14,0.921,1.25,12.35,476.14,85.88,120.17
F005322,268.1,18.2,6.0,5.2,0.0,1043.57,26.29,0.86,3.92,1.477,3.38,216.09,562.09,7.03,109.11
F005323,133.3,18.6,9.9,0.0,0.0,777.04,36.33,5.37,0.08,0.392,0.44,378.72,96.15,102.8,32.98
F005324,39.3,1.5,1.5,6.3,0.0,478.75,51.84,2.28,1.81,0.777,0.26,96.21,373.95,124.4,103.42
F005325,841.0,0.0,99.3,0.0,0.0,811.39,67.84,1.34,7.07,0.928,1.51,140.41,150.14,162.08,74.93
F005326,335.8,8.3,4.2,73.6,2.4,983.9,53.92,4.09,5.32,0.136,8.45,288.09,763.81,146.69,44.57
F005327,15.5,3.7,1.5,44.4,0.0,1097.72,47.32,0.4,7.44,0.743,11.62,323.02,724.75,199.6,90.11
F005328,569.4,28.1,46.1,26.8,9.1,217.86,43.24,4.36,9.23,0.744,12.5,151.64,604.52,270.31,111.72
F005329,894.7,0.0,99.7,0.0,0.0,320.78,49.57,4.61,3.11,0.137,11.37,197.54,565.55,75.03,78.84
F005330,300.3,25.0,3.9,58.2,11.7,931.51,22.45,2.16,2.38,0.177,0.64,160.47,143.41,107.85,51.34
F005331,519.0,27.9,48.7,17.4,10.9,952.69,46.12,3.03,3.73,1.135,3.49,285.26,785.4,56.64,194.57
F005332,574.8,18.2,44.8,23.3,7.9,987.45,74.63,6.87,1.0,0.803,5.55,253.6,478.41,60.7,31.57
F005333,860.0,0.0,94.9,0.0,0.0,164.71,35.12,7.3,1.67,0.878,11.63,215.86,776.59,44.43,195.73
F005334,42.7,1.4,4.2,12.8,0.0,1001.53,13.16,6.17,4.18,1.075,11.29,174.19,555.72,145.14,28.43
F005335,321.3,10.2,1.8,71.1,2.0,883.79,45.37,6.13,7.75,0.702,3.07,342.08,673.4,57.35,47.01
F005336,259.8,23.2,4.9,6.1,0.0,488.07,52.52,6.51,4.18,1.048,14.06,225.76,708.41,64.01,114.33
F005337,166.2,24.7,9.4,0.0,0.0,539.68,10.86,7.35,6.62,1.275,10.77,201.82,660.2,25.58,61.63
F005338,127.5,4.5,5.5,5.5,0.0,1092.38,13.82,5.82,6.94,1.407,10.19,288.74,385.47,280.59,47.47
F005339,349.8,6.6,5.5,39.9,16.3,743.37,65.83,3.76,9.83,0.054,12.92,254.89,98.03,60.72,172.56
F005340,512.6,12.6,56.7,26.6,5.7,143.93,8.36,7.85,7.63,0.49,1.02,209.72,165.57,227.72,43.89
F005341,286.9,8.9,8.2,46.7,17.3,757.77,64.58,7.36,4.04,1.312,9.04,153.93,678.96,125.71,41.48
F005342,328.3,18.0,1.5,54.1,9.2,848.98,48.01,1.23,8.06,1.335,0.11,171.11,87.93,46.14,169.74
F005343,131.0,22.3,7.5,0.0,0.0,10.67,50.93,6.64,0.9,1.308,14.23,138.75,167.89,133.85,106.79
F005344,273.9,6.0,5.6,33.0,27.3,552.02,71.12,4.3,2.33,0.599,12.51,100.14,577.48,186.24,74.41
F005345,171.0,1.5,3.5,29.7,0.0,676.47,72.15,7.8,3.58,0.075,14.24,259.62,306.02,168.89,80.13
F005346,155.4,17.1,8.2,0.0,0.0,946.03,61.88,7.71,8.52,0.158,13.82,371.23,45.65,132.76,152.32
F005347,81.7,2.0,0.6,9.8,4.4,1150.91,68.79,3.88,8.52,0.656,12.22,350.1,508.79,196.32,191.89
F005348,69.7,19.2,11.5,5.1,0.0,750.31,9.66,7.17,9.42,0.854,4.17,267.03,410.63,221.18,65.29
F005349,217.5,8.0,9.0,9.2,0.0,677.03,21.41,2.84,0.55,0.418,13.0,82.44,474.72,248.32,9.58
F005350,251.9,12.1,5.1,7.0,0.0,475.14,47.51,0.49,7.46,0.392,12.83,195.28,345.79,224.55,121.34
F005351,869.8,0.0,93.5,0.0,0.0,146.49,36.56,2.35,9.75,1.069,8.69,85.05,744.15,53.99,129.41
F005352,869.5,0.0,92.8,0.0,0.0,603.15,66.76,4.57,9.89,1.333,2.1,244.94,259.21,54.05,138.66
F005353,62.2,0.6,0.3,20.3,1.3,771.18,8.86,1.14,6.19,0.474,0.31,54.43,101.83,249.62,145.59
F005354,262.9,9.9,6.7,51.6,12.1,1186.02,58.32,4.57,6.01,1.125,4.67,344.61,534.49,251.99,144.0
F005355,267.6,23.4,17.8,8.1,0.0,1085.93,78.17,4.96,4.02,0.933,8.1,51.57,463.67,289.85,118.8
F005356,290.3,6.3,12.1,52.1,10.1,967.5,35.27,0.58,7.21,1.133,14.07,33.18,538.26,186.55,30.64
F005357,50.2,3.8,3.1,44.7,0.0,1133.56,2.59,7.27,9.06,1.44,5.3,15.69,85.81,214.81,87.2
F005358,329.8,21.4,1.8,59.5,9.5,1188.08,2.86,7.0,9.69,0.92,11.22,281.68,618.06,50.06,42.61
F005359,811.6,0.0,97.0,0.0,0.0,659.93,19.36,1.22,7.03,0.09,5.27,233.4,131.41,211.47,27.45
F005360,18.2,3.5,0.1,16.3,3.0,654.96,73.38,1.71,6.74,1.023,12.43,143.52,640.54,108.12,67.12
F005361,40.0,2.8,0.4,17.2,1.4,102.69,39.47,1.06,1.28,1.078,3.0,103.19,373.05,236.15,89.83
F005362,559.3,18.7,59.2,13.0,5.8,190.5,67.03,5.85,7.19,0.673,8.0,293.16,383.44,258.17,83.93
F005363,353.6,24.6,1.4,50.1,5.0,134.56,75.96,1.78,7.72,1.483,6.83,141.79,296.02,164.64,186.93
F005364,370.9,11.3,6.2,49.2,25.9,93.94,63.22,3.22,3.64,0.34,1.48,152.54,463.51,55.18,147.94
F005365,602.3,25.7,55.5,11.1,8.4,1146.47,1.22,7.15,2.99,0.531,11.33,323.93,427.2,179.81,159.23
F005366,116.7,4.4,3.1,26.3,0.0,1147.69,26.34,2.27,1.54,1.37,1.39,301.06,506.32,62.92,198.94
F005367,312.8,23.8,3.5,56.6,5.8,725.85,3.55,2.77,2.94,0.961,6.87,56.32,158.68,90.02,146.63
F005368,101.4,16.1,13.5,0.0,0.0,232.87,18.32,1.2,0.94,0.663,10.91,231.75,210.68,145.74,93.58
F005369,77.0,3.6,1.3,6.6,3.4,75.23,38.49,3.14,0.8,0.56,3.51,297.33,446.65,4.75,17.84
F005370,66.4,2.4,0.3,11.6,5.9,279.09,27.06,4.46,8.43,0.701,14.49,328.27,506.32,67.28,87.35
F005371,105.4,23.7,7.9,0.0,0.0,316.91,63.78,6.26,1.7,0.739,14.29,46.82,658.05,176.28,38.08
F005372,828.0,0.0,92.0,0.0,0.0,726.65,51.11,0.11,8.87,0.13,2.44,31.76,293.52,136.81,174.18
F005373,301.9,24.2,2.2,57.8,11.3,390.87,10.06,7.55,3.79,0.643,12.89,299.6,757.15,145.6,32.59
F005374,806.0,0.0,91.7,0.0,0.0,253.75,68.18,7.64,6.99,0.761,6.12,171.12,248.26,192.18,12.94
F005375,850.2,0.0,90.8,0.0,0.0,1016.12,25.66,7.34,9.27,0.525,4.83,106.65,628.41,60.14,196.36
F005376,14.1,5.7,0.4,4.0,2.0,554.91,27.09,3.59,0.78,1.026,10.66,393.82,424.94,100.41,45.29
F005377,52.1,3.0,1.5,16.1,2.9,1040.94,34.86,7.7,0.81,0.28,3.34,221.73,483.19,151.27,1.61
F005378,622.5,17.2,55.1,14.6,8.4,715.93,66.36,6.37,7.09,0.447,7.55,224.22,59.41,130.5,161.5
F005379,86.9,4.2,1.3,10.6,5.0,918.35,48.49,6.45,4.41,0.909,4.49,249.91,212.64,261.19,70.26
F005380,100.6,18.8,16.4,2.5,0.0,197.79,28.71,6.6,5.36,1.468,7.41,296.47,590.36,177.72,47.18
F005381,541.8,21.1,48.2,20.2,9.2,656.72,54.2,4.88,1.7,1.495,0.27,311.29,744.57,164.43,52.87
F005382,112.9,6.0,1.7,3.8,0.0,525.0,55.13,7.47,5.99,0.63,8.63,192.46,128.05,230.76,180.49
F005383,257.2,9.2,11.2,2.2,0.0,730.45,68.09,2.97,7.99,0.389,13.59,386.6,437.24,63.68,31.62
F005384,228.1,26.1,5.4,0.0,0.0,1144.12,16.64,6.49,6.43,0.663,14.93,245.19,756.47,164.25,133.16
F005385,365.0,9.4,2.2,76.1,1.4,886.84,3.39,6.07,1.55,0.447,7.51,334.62,171.74,124.34,42.41
F005386,359.4,10.1,2.9,71.1,1.1,929.45,52.25,5.06,3.39,1.146,14.99,380.13,724.6,136.04,115.61
F005387,150.4,2.8,2.1,44.6,0.0,1084.65,60.61,1.78,6.75,0.262,6.26,312.44,571.25,38.09,100.22
F005388,283.5,5.3,5.3,46.5,20.7,864.66,27.18,2.1,1.14,0.349,1.54,305.41,406.72,27.17,36.06
F005389,32.0,0.8,1.4,17.8,5.1,183.05,54.33,2.77,9.57,0.728,11.1,296.61,47.84,177.08,20.51
F005390,188.2,15.1,19.9,0.0,0.0,839.29,36.67,4.97,9.53,1.343,7.18,219.07,523.55,278.88,157.52
F005391,69.8,1.2,0.2,10.5,2.0,194.1,49.59,2.52,2.69,0.022,3.99,240.77,119.46,106.23,16.25
F005392,23.9,1.4,1.0,14.6,5.4,1167.94,77.37,2.63,0.39,0.679,12.85,347.71,18.57,26.98,151.1
F005393,348.5,22.4,2.5,57.3,9.5,325.74,61.07,1.67,7.56,0.728,11.45,290.85,545.6,34.15,197.66
F005394,292.2,11.0,8.4,48.4,26.7,149.48,27.14,5.73,7.62,0.452,2.28,240.0,675.26,90.52,142.08
F005395,360.8,9.3,4.4,74.3,1.2,91.32,27.69,3.14,2.07,1.342,10.02,109.36,669.26,252.29,87.56
F005396,822.6,0.0,99.1,0.0,0.0,538.57,66.75,7.33,6.1,1.118,6.94,107.05,381.85,66.01,164.98
F005397,337.4,8.4,3.7,76.1,1.4,272.51,60.5,7.12,7.99,1.273,14.56,31.41,245.87,8.63,76.67
F005398,800.1,0.0,99.1,0.0,0.0,411.53,49.13,4.35,0.43,1.351,11.67,309.56,25.46,146.69,190.07
F005399,231.2,19.0,14.1,6.4,0.0,463.36,17.56,7.45,2.77,0.491,13.25,309.17,374.61,271.33,147.01
F005400,422.7,5.1,9.5,59.2,12.9,104.82,75.85,4.26,5.74,0.225,4.76,7.67,765.64,272.51,194.55
F005401,335.4,8.7,1.1,77.1,1.3,893.31,59.03,4.37,7.75,1.49,6.42,222.92,118.99,186.2,34.31
F005402,40.4,0.5,0.4,15.0,1.6,154.9,11.07,5.44,7.2,0.294,9.4,156.46,337.88,242.91,128.36
F005403,205.1,8.3,10.7,4.6,0.0,978.9,17.17,5.09,4.77,0.524,11.55,261.29,263.8,225.32,129.76
F005404,135.5,9.1,14.0,5.6,0.0,285.88,20.89,0.8,0.55,0.317,4.63,53.06,651.93,69.76,191.26
F005405,52.5,1.0,1.5,25.1,0.0,38.91,25.48,1.14,4.83,0.505,1.28,393.57,320.53,21.85,121.31
F005406,71.3,1.9,0.7,23.5,4.6,322.56,36.37,0.84,6.99,0.441,13.07,9.81,582.2,68.13,50.44
F005407,70.4,5.7,1.0,10.2,1.2,739.64,33.18,4.51,8.92,0.235,0.88,146.84,91.99,292.75,176.32
F005408,351.9,7.9,2.2,77.2,1.6,1090.95,46.21,6.8,6.21,1.478,2.28,144.65,432.83,207.64,97.48
F005409,554.6,22.3,42.2,17.9,6.7,531.97,5.61,3.98,4.19,1.222,11.49,22.4,325.97,136.56,142.12
F005410,349.7,24.7,2.7,52.7,8.8,852.55,34.58,3.52,8.02,1.016,12.3,149.03,488.07,164.65,121.09
F005411,864.1,0.0,96.7,0.0,0.0,116.92,64.5,4.16,5.96,0.71,12.88,314.27,340.41,275.78,97.43
F005412,330.6,6.0,7.3,44.7,19.1,1086.81,28.8,6.72,9.24,0.972,12.11,53.5,197.51,171.74,149.4
F005413,330.2,11.2,4.7,72.8,1.2,93.06,71.21,2.58,0.45,1.174,10.66,345.75,767.87,9.97,140.39
F005414,810.2,0.0,97.6,0.0,0.0,411.2,13.99,7.23,7.06,0.019,2.3,22.12,27.59,152.41,193.22
F005415,260.1,4.0,21.5,2.8,0.0,624.03,76.56,5.82,9.26,0.995,2.52,39.41,634.73,220.77,138.22
F005416,173.1,3.2,0.6,49.4,0.0,388.09,71.02,4.18,9.01,0.32,12.11,88.88,342.13,13.98,119.61
F005417,365.2,6.4,1.1,73.4,2.6,749.71,24.95,7.11,0.79,0.038,6.92,284.7,753.97,144.88,98.94
F005418,827.5,0.0,94.9,0.0,0.0,867.32,43.75,3.62,8.26,0.727,13.21,105.56,288.48,282.05,135.72
F005419,261.5,4.7,4.6,6.5,0.0,493.66,51.77,7.49,7.29,1.036,3.94,395.0,26.84,40.28,148.96
F005420,134.7,1.0,0.5,25.5,0.0,940.91,26.26,2.31,4.81,0.493,6.12,173.18,174.17,65.86,61.34
F005421,858.5,0.0,91.3,0.0,0.0,276.99,74.24,0.68,3.9,1.329,11.77,258.11,537.54,107.96,87.67
F005422,211.2,10.1,20.4,3.5,0.0,89.6,34.33,0.62,3.37,1.326,12.04,390.76,251.4,177.49,18.79
F005423,44.7,1.6,0.2,7.5,2.6,257.75,31.27,2.25,5.87,0.125,12.27,1.2,69.83,68.88,51.02
F005424,601.7,24.0,45.5,15.3,11.2,340.9,20.77,3.3,4.33,1.169,2.02,116.51,324.93,144.62,67.11
F005425,854.9,0.0,96.9,0.0,0.0,1177.63,66.26,3.59,7.87,1.154,11.92,214.16,412.4,223.79,18.22
F005426,266.7,11.1,11.6,4.0,0.0,487.54,58.61,2.67,9.91,0.711,2.9,346.37,311.3,239.58,174.64
F005427,318.7,22.2,1.1,54.1,7.8,1134.97,65.95,5.6,4.12,1.238,5.63,364.15,263.18,122.04,190.35
F005428,316.6,24.4,4.8,57.6,9.1,881.64,57.53,7.82,8.67,1.259,13.67,167.93,400.76,163.0,48.15
F005429,139.3,0.3,0.8,6.2,0.0,609.84,4.75,2.7,9.73,0.097,8.81,332.04,325.83,123.51,80.8
F005430,55.6,1.7,1.4,4.0,3.5,774.55,28.29,4.15,8.96,0.601,10.68,65.67,417.81,112.42,163.7
F005431,320.6,8.1,3.2,74.3,1.4,940.6,32.38,5.21,6.05,1.308,1.69,22.84,30.49,211.73,173.37
F005432,309.0,23.5,4.5,57.9,5.3,989.65,15.34,3.17,8.8,0.865,2.2,343.66,569.25,90.28,54.18
F005433,66.9,0.6,0.6,10.3,1.6,214.06,73.74,7.7,1.27,1.044,3.81,332.92,110.72,79.8,16.91
F005434,160.2,24.6,3.2,0.0,0.0,195.56,8.89,4.5,9.98,1.149,5.23,228.35,203.14,146.11,161.62
F005435,155.3,22.1,18.0,0.0,0.0,1086.49,79.41,0.96,1.68,0.832,10.65,389.2,579.64,32.6,32.88
F005436,649.4,12.3,58.6,23.0,10.4,688.94,15.24,7.54,8.14,0.34,13.34,179.0,733.76,199.32,152.31
F005437,369.7,8.5,4.5,70.2,2.5,1004.7,28.22,1.16,6.41,0.201,7.96,144.82,716.18,204.53,120.52
F005438,502.7,18.4,49.2,24.0,10.2,1124.46,37.77,0.39,1.52,0.477,8.59,36.31,150.57,38.79,184.97
F005439,220.7,16.6,13.8,0.0,0.0,653.32,55.35,1.19,8.25,1.112,0.93,128.11,135.15,26.53,39.02
F005440,170.5,4.8,1.6,9.4,0.0,427.5,11.0,5.92,8.56,0.287,12.74,208.91,274.13,222.59,118.29
F005441,198.3,0.2,2.5,45.1,0.0,1137.32,28.14,7.68,9.33,0.473,2.44,206.57,204.38,29.81,63.04
F005442,83.8,1.0,0.8,13.2,1.2,804.96,48.97,2.95,5.43,1.491,5.35,98.5,29.87,187.6,20.83
F005443,875.2,0.0,91.9,0.0,0.0,1197.37,5.61,6.48,9.65,0.319,7.6,273.38,452.58,184.44,193.61
F005444,347.4,21.5,3.6,56.0,6.6,1163.79,62.87,0.94,0.81,1.113,3.75,281.96,40.63,2.85,103.7
F005445,93.1,3.1,1.4,26.9,0.0,1182.77,53.34,0.41,2.58,0.568,5.62,139.94,551.37,255.66,150.16
F005446,328.3,6.4,9.5,32.9,12.6,332.61,15.47,0.42,2.26,0.772,14.28,204.75,633.12,139.58,67.74
